,Train,Test,Val
0,0.986971592209278,0.8049404,0.62877136
1,0.8989892994562786,0.69902176,0.520358
2,0.8599672970038194,0.6623438,0.4845486
3,0.8218451890181272,0.63281184,0.45525017
4,0.7804680020014446,0.60596776,0.43026757
5,0.7608487539428931,0.59054613,0.4185861
6,0.7510200925698648,0.5823552,0.4131007
7,0.7460433649206774,0.577807,0.41025317
8,0.7436953242023785,0.5754598,0.40876064
9,0.74203413214439,0.5743132,0.40800977
