,Train,Test,Val,lr
0,38.224647195412565,26.32868,16.231373,1e-05
1,29.707871330615802,25.392756,14.390719,1e-05
2,26.26521422976714,25.357574,13.838138,5e-06
3,25.04933539147255,25.506975,13.754097,2.5e-06
4,24.54835160894883,25.61148,13.745715,1.25e-06
5,24.32510111807554,25.670832,13.749883,6.25e-07
6,24.219641393111303,25.701674,13.753268,3.125e-07
7,24.164481088785024,25.717361,13.755269,1.5625e-07
