,Train,Test,Val,lr
0,24.84337266495289,28.953644,14.333393,1e-05
1,22.009865324876248,28.80497,13.086337,1e-05
2,21.617123350461323,28.65306,12.509824,5e-06
3,21.462868868668874,28.590036,12.328189,2.5e-06
4,21.399785515259477,28.519426,12.322507,1.25e-06
5,21.33557450304276,28.446463,12.332959,6.25e-07
6,21.28673364406977,28.404455,12.34048,3.125e-07
7,21.272186240098417,28.373505,12.337033,1.5625e-07
