,Train,Test,Val,lr
0,36.074099718607386,25.029768,13.746787,1e-05
1,28.496713896030034,25.846018,14.32343,1e-05
2,25.00019291513394,25.925253,14.0059395,5e-06
3,23.86643858019511,25.93731,13.829301,2.5e-06
