,Timestamp,Job #,Lot #,Quantity,Piece Mark - REV,Weight,Fitter,Fit QC,Welder,Weld QC,Does this piece have a defect?,Date Found,Lot Name,Hours Per Pound,Earned Hours,Has Model
467,2020-12-10 15:14:23,2018,,1.0,AS5108,51.0,2104,2079,2186,2079,No,,T000,,0.183345,False
468,2020-12-10 15:15:35,2018,,1.0,AS5107,81.0,2104,2079,2185,2079,No,,T000,,0.29119500000000004,False
469,2020-12-10 15:16:47,2018,,1.0,AS5106,73.0,2104,JG,2185,2079,No,,T000,,0.262435,False
470,2020-12-11 06:56:08,2018,,1.0,AS5115,44.0,2104,2079,2186,2079,No,,T000,,0.15818,False
471,2020-12-11 06:57:57,2018,,1.0,AS5109,84.0,2104,2079,2138,2079,No,,T000,,0.30198,False
472,2020-12-11 06:59:07,2018,,1.0,C7102,2587.0,2141,2079,2138,2079,No,,T000,,9.300265000000001,False
473,2020-12-11 07:00:31,2018,,3.0,B7124,602.0,2178,2079,N/A,N/A,No,,T000,,2.16419,False
474,2020-12-11 08:15:25,2018,,2.0,B7123,434.0,2178,2079,N/A,N/A,No,,T000,,1.56023,False
475,2020-12-11 08:16:22,2018,,1.0,B7125,215.0,2178,2079,N/A,N/A,No,,T000,,0.7729250000000001,False
476,2020-12-11 08:17:13,2018,,1.0,B7128,214.0,2178,2079,N/A,N/A,No,,T000,,0.7693300000000001,False
477,2020-12-11 08:18:15,2018,,1.0,B7129,209.0,2178,2079,N/A,N/A,No,,T000,,0.751355,False
478,2020-12-11 08:19:37,2018,,3.0,B7122,618.0,2178,2079,N/A,N/A,No,,T000,,2.2217100000000003,False
479,2020-12-11 08:21:11,2018,,1.0,B7126,213.0,2178,2079,N/A,N/A,No,,T000,,0.765735,False
480,2020-12-11 08:22:01,2018,,2.0,B7127,390.0,2178,2079,N/A,N/A,No,,T000,,1.40205,False
481,2020-12-11 08:23:02,2018,,10.0,B7114,2230.0,2178,2079,N/A,N/A,No,,T000,,8.01685,False
482,2020-12-11 08:24:13,2018,,1.0,B7112,198.0,2178,2079,2178,2079,No,,T000,,0.71181,False
483,2020-12-11 08:25:10,2018,,1.0,B7113,198.0,2178,2079,2178,2079,No,,T000,,0.71181,False
484,2020-12-11 08:26:06,2018,,1.0,B7111,28.0,2178,2079,N/A,N/A,No,,T000,,0.10066000000000001,False
485,2020-12-11 08:27:12,2018,,20.0,B7110,933.0,2178,2079,N/A,N/A,No,,T000,,3.3541350000000003,False
486,2020-12-11 08:28:16,2018,,1.0,BR7101,3029.0,2104,2079,2104,2079,No,,T000,,10.889255,False
487,2020-12-11 08:29:20,2018,,1.0,BR7102,3018.0,2104,2079,2104,2079,No,,T000,,10.84971,False
488,2020-12-11 08:30:17,2018,,1.0,B7107,163.0,2104,2079,2104,2079,No,,T000,,0.5859850000000001,False
489,2020-12-11 08:31:19,2018,,2.0,B7115,223.0,2104,2079,2104,2079,No,,T000,,0.8016850000000001,False
490,2020-12-11 08:32:18,2018,,1.0,B7108,162.0,2104,2079,2104,2079,No,,T000,,0.5823900000000001,False
491,2020-12-11 08:33:12,2018,,1.0,B7109,59.0,2104,2079,N/A,N/A,No,,T000,,0.212105,False
492,2020-12-11 08:34:14,2011,,9.0,EP147,302.0,2020,2079,2020,2079,No,,T000,,2.30275,False
493,2020-12-11 08:35:11,2018,,1.0,B7105,105.0,2178,2079,2178,2079,No,,T000,,0.377475,False
494,2020-12-11 08:36:10,2018,,1.0,B7106,105.0,2178,2079,2178,2079,No,,T000,,0.377475,False
495,2020-12-11 09:06:45,2018,,4.0,AS7101,117.0,2020,2079,2105,2079,No,,T000,,0.42061500000000007,False
496,2020-12-11 09:08:28,2018,,4.0,C8105,10514.0,2168/2075,2079,2185,2079,No,,T000,,37.79783,False
497,2020-12-11 09:09:30,2018,,2.0,B8115,130.0,2178,2079,N/A,N/A,No,,T000,,0.46735000000000004,False
498,2020-12-11 09:10:41,2018,,2.0,B8114,817.0,2178,2079,N/A,N/A,No,,T000,,2.937115,False
499,2020-12-11 09:14:15,2018,,1.0,B8102,8861.0,2104,2079,2104,2079,No,,T000,,31.855295000000005,False
500,2020-12-11 09:15:38,2018,,4.0,C7105,10514.0,2168/2020,2079,2168/2020,2079,No,,T000,,37.79783,False
501,2020-12-11 09:16:43,2018,,2.0,B7121,183.0,2104,2079,N/A,N/A,No,,T000,,0.657885,False
502,2020-12-11 09:17:49,2018,,1.0,AS7105,76.0,2105,2079,2105,2079,No,,T000,,0.27322,False
503,2020-12-11 09:24:33,2018,,2.0,B7118,37.0,2104,2079,N/A,N/A,No,,T000,,0.133015,False
504,2020-12-11 09:25:37,2018,,2.0,B7116,45.0,2104,2079,N/A,N/A,No,,T000,,0.161775,False
505,2020-12-11 09:26:53,2018,,2.0,B7120,130.0,2104,2079,N/A,N/A,No,,T000,,0.46735000000000004,False
506,2020-12-11 09:33:02,2018,,4.0,B7117,684.0,2104,2079,N/A,N/A,No,,T000,,2.4589800000000004,False
507,2020-12-11 09:34:46,2018,,4.0,C7104,10210.0,2141/2178,2079,2186,2079,No,,T000,,36.704950000000004,False
508,2020-12-11 09:36:55,2018,,1.0,AS5111,100.0,2104,2079,2104,2079,No,,T000,,0.35950000000000004,False
509,2020-12-11 09:37:54,2018,,1.0,AS5110,100.0,2104,2079,2104,2079,No,,T000,,0.35950000000000004,False
510,2020-12-11 09:39:10,2018,,1.0,AS7104,82.0,2105,2079,2105,2079,No,,T000,,0.29479000000000005,False
511,2020-12-11 09:40:20,2018,,1.0,AN7139,43.0,2020,2079,2020,2079,No,,T000,,0.154585,False
512,2020-12-11 09:41:23,2018,,1.0,AS7103,68.0,2020,2079,2020,2079,No,,T000,,0.24446000000000004,False
513,2020-12-11 09:42:35,2018,,1.0,AS7109,44.0,2105,2079,2105,2079,No,,T000,,0.15818,False
514,2020-12-11 09:43:49,2018,,1.0,AS7110,51.0,2168,2079,2185,2079,No,,T000,,0.183345,False
515,2020-12-11 09:49:49,2018,,1.0,C7103,2953.0,2075,2079,2075,2079,No,,T000,,10.616035,False
516,2020-12-11 09:50:56,2018,,1.0,B6106,81.0,2168,2079,2138,2079,No,,T000,,0.29119500000000004,False
517,2020-12-11 09:52:28,2018,,3.0,B4102,20103.0,2141,2079,2141,2079,No,,T000,,72.27028500000002,False
518,2020-12-11 09:53:35,2018,,1.0,B6109,81.0,2168,2079,2138,2079,No,,T000,,0.29119500000000004,False
519,2020-12-11 09:54:43,2018,,1.0,B6110,81.0,2168,2079,2138,2079,No,,T000,,0.29119500000000004,False
520,2020-12-11 09:55:44,2018,,1.0,B6111,81.0,2168,2079,2138,2079,No,,T000,,0.29119500000000004,False
521,2020-12-11 09:56:57,2018,,2.0,AS6101,58.0,2178,2079,2186,2079,No,,T000,,0.20851000000000003,False
522,2020-12-11 09:58:18,2018,,2.0,AS6103,58.0,2178,2079,2186,2079,No,,T000,,0.20851000000000003,False
523,2020-12-11 09:59:26,2018,,1.0,AS6102,29.0,2178,2079,2186,2079,No,,T000,,0.10425500000000001,False
524,2020-12-11 10:14:04,2018,,1.0,AS6104,29.0,2178,2079,2186,2079,No,,T000,,0.10425500000000001,False
525,2020-12-11 10:15:39,2018,,1.0,B6102,6859.0,2141,2079,2141,2079,No,,T000,,24.658105000000003,False
526,2020-12-11 10:16:47,2018,,1.0,B6107,81.0,2185,2079,2185,2079,No,,T000,,0.29119500000000004,False
527,2020-12-11 10:17:48,2018,,1.0,B6112,81.0,2185,2079,2185,2079,No,,T000,,0.29119500000000004,False
528,2020-12-11 10:18:50,2018,,1.0,B6108,81.0,2185,2079,2185,2079,No,,T000,,0.29119500000000004,False
529,2020-12-11 10:19:59,2018,,1.0,B6105,81.0,2185,2079,2185,2079,No,,T000,,0.29119500000000004,False
530,2020-12-11 10:21:00,2018,,20.0,AN5102,907.0,2067,2079,N/A,N/A,No,,T000,,3.2606650000000004,False
531,2020-12-11 10:21:58,2018,,20.0,AN5106,907.0,2067,2079,N/A,N/A,No,,T000,,3.2606650000000004,False
532,2020-12-11 10:22:57,2018,,32.0,AN5112,1419.0,2067,2079,N/A,N/A,No,,T000,,5.101305,False
533,2020-12-11 10:24:00,2018,,2.0,AN5105,118.0,2067,2079,N/A,N/A,No,,T000,,0.42421,False
534,2020-12-11 10:25:00,2018,,18.0,AN5103,688.0,2067,2079,N/A,N/A,No,,T000,,2.47336,False
535,2020-12-11 10:26:15,2018,,1.0,AS4105,99.0,2178,2079,2178,2079,No,,T000,,0.355905,False
536,2020-12-11 10:27:33,2018,,42.0,AN3125,1586.0,2020,2079,N/A,N/A,No,,T000,,5.701670000000001,False
537,2020-12-11 10:29:05,2018,,44.0,AN5101,1693.0,2067,2079,N/A,N/A,No,,T000,,6.086335000000001,False
538,2020-12-11 10:30:11,2018,,60.0,AN5109,1385.0,2067,2079,N/A,N/A,No,,T000,,4.979075,False
539,2020-12-11 14:44:35,2018,,13.0,B8116,2899.0,2178,2079,N/A,N/A,No,,T000,,10.421905,False
540,2020-12-11 14:46:00,2018,,1.0,B8103,7321.0,2141,2079,2138,2079,No,,T000,,26.318995,False
541,2020-12-11 14:47:24,2018,,1.0,B8101,6865.0,2197/2092,2079,2092,2079,No,,T000,,24.679675000000003,False
542,2020-12-11 14:48:50,2018,,1.0,B8124,192.0,2104,2079,N/A,N/A,No,,T000,,0.6902400000000001,False
543,2020-12-11 14:49:53,2018,,1.0,B8112,214.0,2104,2079,N/A,N/A,No,,T000,,0.7693300000000001,False
544,2020-12-14 08:41:16,1926,,2.0,b5000,3966.0,2178,2079,N/A,N/A,No,,T000,,58.20105,False
545,2020-12-14 08:43:09,1926,,1.0,HSS1003,1800.0,N/A,N/A,N/A,N/A,No,,T000,,26.415000000000003,False
546,2020-12-14 08:44:25,1926,,1.0,HSS1033,1153.0,N/A,N/A,N/A,N/A,No,,T000,,16.920275,False
547,2020-12-14 08:45:30,2018,,2.0,PL7107,14.0,2122,2079,N/A,N/A,No,,T000,,0.05033000000000001,False
548,2020-12-14 08:46:40,2018,,36.0,PL8104,245.0,2017,2079,N/A,N/A,No,,T000,,0.8807750000000001,False
549,2020-12-14 09:21:39,2018,,4.0,PL8101,54.0,2017,2079,N/A,N/A,No,,T000,,0.19413,False
550,2020-12-14 09:22:56,2018,,4.0,PL8102,54.0,2017,2079,N/A,N/A,No,,T000,,0.19413,False
551,2020-12-14 09:24:17,2018,,4.0,PL7104,54.0,2122,2079,N/A,N/A,No,,T000,,0.19413,False
552,2020-12-14 09:25:31,2018,,30.0,AN4110,1361.0,2020,2079,N/A,N/A,No,,T000,,4.8927950000000004,False
553,2020-12-14 09:26:35,2018,,1.0,C8111,1728.0,2105,2079,2105,2079,No,,T000,,6.21216,False
554,2020-12-14 09:27:38,2018,,1.0,PL7101,63.0,2122,2079,N/A,N/A,No,,T000,,0.22648500000000002,False
555,2020-12-14 09:28:54,2018,,41.0,PL7106,279.0,2122,2079,N/A,N/A,No,,T000,,1.0030050000000001,False
556,2020-12-14 09:30:01,2018,,1.0,B8113,125.0,2104,2079,2104,2079,No,,T000,,0.449375,False
557,2020-12-14 09:31:08,2018,,1.0,B8117,170.0,2104,2079,2104,2079,No,,T000,,0.6111500000000001,False
558,2020-12-14 10:12:08,2018,,1.0,B8123,187.0,2104,2079,N/A,N/A,No,,T000,,0.672265,False
559,2020-12-14 10:13:13,2018,,1.0,B8120,167.0,2104,2079,N/A,N/A,No,,T000,,0.600365,False
560,2020-12-14 10:14:30,2018,,1.0,B8121,200.0,2104,2079,N/A,N/A,No,,T000,,0.7190000000000001,False
561,2020-12-14 11:09:28,2018,,2.0,B8118,412.0,2104,2079,N/A,N/A,No,,T000,,1.48114,False
562,2020-12-14 11:10:45,2018,,1.0,B8119,195.0,2104,2079,N/A,N/A,No,,T000,,0.701025,False
563,2020-12-14 11:11:52,2018,,1.0,B8122,209.0,2104,2079,N/A,N/A,No,,T000,,0.751355,False
564,2020-12-14 11:13:06,2018,,4.0,AS7102,117.0,2020,2079,2105,2079,No,,T000,,0.42061500000000007,False
565,2020-12-14 11:14:09,2018,,2.0,B7119,817.0,2178,2079,N/A,N/A,No,,T000,,2.937115,False
566,2020-12-14 11:15:58,1926,,1.0,C3016,119.0,2104,2079,2104,2079,No,,T000,,1.746325,False
567,2020-12-14 11:16:59,2018,,1.0,B8107,81.0,2178,2079,2092,2079,No,,T000,,0.29119500000000004,False
568,2020-12-14 11:18:11,2018,,1.0,B8106,81.0,2178,2079,2092,2079,No,,T000,,0.29119500000000004,False
569,2020-12-14 11:19:10,2018,,33.0,AN4109,1274.0,2020,2079,N/A,N/A,No,,T000,,4.580030000000001,False
570,2020-12-14 11:20:18,2018,,2.0,B8125,1778.0,2168,2079,2168,2079,No,,T000,,6.39191,False
571,2020-12-14 11:21:31,2018,,1.0,C8106,2940.0,2168,2079,2185,2079,No,,T000,,10.5693,False
572,2020-12-14 11:22:43,2018,,1.0,C8112,1345.0,2104,2079,2104,2079,No,,T000,,4.835275,False
573,2020-12-14 11:23:54,2018,,1.0,C8108,1384.0,2178,2079,2186,2079,No,,T000,,4.97548,False
574,2020-12-15 08:28:08,1926,,2.0,HSS5004,665.0,2197,2141,N/A,N/A,No,,T000,,9.758875000000002,False
575,2020-12-15 08:29:32,2018,,18.0,AN4103,682.0,2105,2141,N/A,N/A,No,,T000,,2.4517900000000004,False
576,2020-12-15 08:30:59,2018,,30.0,AN4104,1360.0,2105,2141,N/A,N/A,No,,T000,,4.889200000000001,False
577,2020-12-15 08:37:39,1926,,8.0,HSS5006,2179.0,2104,2079,2104,2079,No,,T000,,31.976824999999998,False
578,2020-12-15 08:39:23,2018,,1.0,C8101,930.0,2168,2079,2185,2141,No,,T000,,3.3433500000000005,False
579,2020-12-15 08:42:18,2018,,15.0,AN4105,573.0,2105,2141,N/A,N/A,No,,T000,,2.059935,False
580,2020-12-15 08:43:40,2018,,18.0,AN3116,2884.0,2020,2141,N/A,N/A,No,,T000,,10.36798,False
581,2020-12-15 08:44:48,2018,,1.0,B8110,81.0,2178,2079,2186,2141,No,,T000,,0.29119500000000004,False
582,2020-12-15 08:46:08,2018,,1.0,C8109,1398.0,2178,2079,2186,2141,No,,T000,,5.02581,False
583,2020-12-15 08:47:31,2018,,1.0,C8107,1705.0,2020,2079,2020,2079,No,,T000,,6.129475,False
584,2020-12-15 09:15:55,1926,,1.0,B5022,483.0,2197,2141,2197,2141,No,,T000,,7.088025,False
585,2020-12-15 09:17:16,1926,,1.0,B5021,483.0,2197,2141,2197,2141,No,,T000,,7.088025,False
586,2020-12-15 10:24:22,2018,,3.0,AN4112,136.0,2105,2141,N/A,N/A,No,,T000,,0.4889200000000001,False
587,2020-12-15 10:26:57,1926,,1.0,B5036,972.0,2104,2079,2104,2079,No,,T000,,14.264100000000001,False
588,2020-12-15 10:28:57,1926,,1.0,B5020,467.0,2104,2141,2104,2141,No,,T000,,6.853225000000001,False
589,2020-12-15 10:30:38,1926,,12.0,PL5001,692.0,2145,2141,N/A,N/A,No,,T000,,10.1551,False
590,2020-12-15 10:31:47,1926,,5.0,PL5000,102.0,2145,2141,N/A,N/A,No,,T000,,1.49685,False
591,2020-12-15 10:33:04,2018,,64.0,AN6101,2468.0,2105,2079,N/A,N/A,No,,T000,,8.87246,False
592,2020-12-15 10:34:11,2018,,6.0,AN6103,269.0,2020,2141,N/A,N/A,No,,T000,,0.9670550000000001,False
593,2020-12-15 10:35:35,1926,,4.0,B5025,1760.0,2065,2141,2122,2141,No,,T000,,25.828000000000003,False
594,2020-12-15 10:40:20,1926,,1.0,B5019,467.0,2104,2141,2104,2141,Yes,12/15/2020,T000,,6.853225000000001,False
595,2020-12-15 10:44:05,1926,,1.0,B5009,1233.0,2104,2079,2104,2079,Yes,12/12/2020,T000,,18.094275000000003,False
596,2020-12-15 10:47:19,1926,,1.0,B5010,1233.0,2104,2079,2104,2079,Yes,12/12/2020,T000,,18.094275000000003,False
597,2020-12-15 10:51:03,1926,,1.0,B5008,1233.0,2178,2079,2186,2141,Yes,12/15/2020,T000,,18.094275000000003,False
598,2020-12-15 10:54:04,1926,,1.0,B5030,1233.0,2178,2079,2186,2141,Yes,12/15/2020,T000,,18.094275000000003,False
599,2020-12-15 11:20:11,1926,,1.0,B5003,1986.0,2197,2079,2197,2079,Yes,12/15/2020,T000,,29.144550000000002,False
600,2020-12-15 11:21:32,1926,,1.0,B5006,1986.0,2197,2079,2197,2079,No,,T000,,29.144550000000002,False
601,2020-12-15 13:12:35,1926,,1.0,B5033,289.0,2197,2141,2015,2141,No,,T000,,4.2410749999999995,False
602,2020-12-15 13:13:38,2018,,1.0,AN5122,83.0,2065,2141,N/A,N/A,No,,T000,,0.298385,False
603,2020-12-15 13:14:49,2018,,2.0,AN5119,176.0,2065,2141,N/A,N/A,No,,T000,,0.63272,False
604,2020-12-15 13:15:53,2018,,1.0,AN6106,110.0,2065,2141,N/A,N/A,No,,T000,,0.39545,False
605,2020-12-15 13:16:59,2018,,1.0,AN6105,110.0,2065,2141,N/A,N/A,No,,T000,,0.39545,False
606,2020-12-15 13:18:19,2018,,1.0,PL7102,8.0,2193,2079,N/A,N/A,No,,T000,,0.02876,False
607,2020-12-15 13:19:42,2018,,46.0,PL8103,332.0,2193,2079,N/A,N/A,No,,T000,,1.19354,False
608,2020-12-15 13:21:14,2018,,52.0,PL7105,376.0,2193,2079,N/A,N/A,No,,T000,,1.35172,False
609,2020-12-15 13:22:37,1926,,1.0,B5001,1233.0,2178,2141,2122,2079,No,,T000,,18.094275000000003,False
610,2020-12-15 13:26:45,1926,,1.0,B5037,288.0,2197,2141,2015,2141,Yes,12/15/2020,T000,,4.2264,False
611,2020-12-15 13:29:52,1926,,1.0,B5037,288.0,2197,2141,2015,2141,Yes,12/15/2020,T000,,4.2264,False
612,2020-12-15 14:01:45,2018,,2.0,AN5104,8.0,2193,2079,N/A,N/A,Yes,12/15/2020,T000,,0.02876,False
613,2020-12-15 14:04:49,1926,,1.0,B5011,1233.0,2178,2141,2122,2079,Yes,12/15/2020,T000,,18.094275000000003,False
614,2020-12-15 15:57:04,2018,,6.0,AN5113,475.0,2105,2141,N/A,N/A,No,,T000,,1.707625,False
615,2020-12-15 15:58:17,2018,,4.0,AN5107,182.0,2105,2141,N/A,N/A,No,,T000,,0.65429,False
616,2020-12-15 15:59:32,1926,,1.0,B5015,448.0,2178,2141,2178,2079,No,,T000,,6.574400000000001,False
617,2020-12-15 16:00:46,2018,,1.0,AS7108,100.0,2105,2079,2105,2079,No,,T000,,0.35950000000000004,False
618,2020-12-15 16:02:08,2018,,6.0,AN6104,269.0,2020,2079,N/A,N/A,No,,T000,,0.9670550000000001,False
619,2020-12-15 16:03:36,1926,,1.0,B5007,1234.0,2178,2141,2186,2079,No,,T000,,18.10895,False
620,2020-12-15 16:04:48,2018,,1.0,B8104,81.0,2178,2079,2186,2079,No,,T000,,0.29119500000000004,False
621,2020-12-15 16:06:12,2018,,1.0,B8111,81.0,2178,2079,2186,2079,No,,T000,,0.29119500000000004,False
622,2020-12-15 16:07:25,2018,,1.0,B8105,81.0,2178,2079,2186,2079,No,,T000,,0.29119500000000004,False
623,2020-12-15 16:08:37,2018,,1.0,B8108,81.0,2178,2079,2186,2079,No,,T000,,0.29119500000000004,False
624,2020-12-15 16:09:36,2018,,1.0,B8109,81.0,2178,2079,2186,2079,No,,T000,,0.29119500000000004,False
625,2020-12-15 16:10:55,2018,,1.0,B7102,6854.0,2178,2079,2186,2079,No,,T000,,24.640130000000003,False
626,2020-12-15 16:12:12,2018,,1.0,AS6105,100.0,2178,2079,2186,2079,No,,T000,,0.35950000000000004,False
627,2020-12-15 16:21:33,1926,,1.0,B5018,457.0,2178,2141,2122,2141,Yes,12/15/2020,T000,,6.706475,False
628,2020-12-15 16:24:58,1926,,1.0,B5017,457.0,2178,2141,2168,2141,Yes,12/15/2020,T000,,6.706475,False
629,2020-12-15 16:28:24,1926,,1.0,B5002,1234.0,2178,2141,2186,2079,Yes,12/15/2020,T000,,18.10895,False
630,2020-12-15 16:30:50,1926,,1.0,B5016,448.0,2178,2079,2178,2141,Yes,12/15/2020,T000,,6.574400000000001,False
631,2020-12-15 16:34:13,1926,,1.0,B5034,290.0,2178,2141,2104,2141,Yes,12/15/2020,T000,,4.25575,False
632,2020-12-15 16:36:59,1926,,1.0,B5012,289.0,2178,2079,2104,2141,Yes,12/15/2020,T000,,4.2410749999999995,False
633,2020-12-15 16:39:36,1926,,1.0,B5035,290.0,2178,2141,2104,2141,Yes,12/15/2020,T000,,4.25575,False
634,2020-12-15 16:41:43,1926,,1.0,B5035,290.0,2178,2141,2104,2141,Yes,12/15/2020,T000,,4.25575,False
635,2020-12-16 08:48:20,2018,,7.0,AN5115,314.0,2105,2141,N/A,N/A,No,,T000,,1.12883,False
636,2020-12-16 08:49:38,1926,,1.0,B5004,972.0,2065,2141,2155,2141,No,,T000,,14.264100000000001,False
637,2020-12-16 08:50:57,1926,,1.0,B5005,972.0,2065,2141,2155,2141,No,,T000,,14.264100000000001,False
638,2020-12-16 08:52:51,1926,,48.0,LW5000,91.0,2193,2141,N/A,N/A,No,,T000,,1.335425,False
639,2020-12-16 09:20:45,1926,,1.0,B5028,972.0,2065,2141,2155,2141,Yes,12/16/2020,T000,,14.264100000000001,False
640,2020-12-16 09:23:34,1926,,1.0,B5029,972.0,2065,2141,2155,2141,Yes,12/16/2020,T000,,14.264100000000001,False
641,2020-12-30 12:25:55,1926,,1.0,C6002,1960.0,2178,2141,2186,2141,No,,T000,,28.763,False
642,2020-12-30 12:27:21,1926,,4.0,B7000,1172.0,2075,2141,2075,2141,No,,T000,,17.1991,False
643,2020-12-30 12:29:22,1926,,13.0,B7045,3009.0,2197/2168,2141,2197/2168,2141,No,,T000,,44.157075,False
644,2020-12-30 12:31:02,1926,,2.0,B7057,457.0,2168,2141,2168,2141,No,,T000,,6.706475,False
645,2020-12-30 12:32:28,1926,,1.0,C6009,1960.0,2104,2141/JG,2092,2141,No,,T000,,28.763,False
646,2020-12-30 12:33:46,1926,,8.0,HSS7005,1227.0,2178,2141,2186,2141,No,,T000,,18.006225,False
647,2020-12-30 12:35:32,2011,,1.0,C2000,6654.0,2178,2141,2186,2141,No,,T000,,50.73675,False
648,2020-12-30 14:35:08,2011,,1.0,C2000,6654.0,2178,2141,2186,2141,No,,T000,,50.73675,False
649,2020-12-30 14:36:38,1926,,2.0,B7054,578.0,2104,2141,2092,JG,No,,T000,,8.482149999999999,False
650,2020-12-30 14:37:52,1926,,1.0,B7053,289.0,2104,2141,2092,JG,No,,T000,,4.2410749999999995,False
651,2020-12-30 14:38:53,1926,,3.0,B7032,843.0,2092,2141,2092,2141,No,,T000,,12.371025,False
652,2020-12-30 14:40:03,1926,,11.0,B7062,2609.0,2178,2141,2092,2141,No,,T000,,38.287075,False
653,2020-12-30 14:41:16,1926,,9.0,B7065,2083.0,2178,2141,2092,2141,No,,T000,,30.568025000000006,False
654,2020-12-30 14:42:58,1926,,5.0,B7025,12968.0,2178/2197,2141,2092,2141,No,,T000,,190.30540000000002,False
655,2020-12-30 14:44:34,1926,,1.0,B5024,808.0,2185,2141,2185,2141,No,,T000,,11.857400000000002,False
656,2020-12-30 14:45:32,1926,,1.0,B7008,467.0,2075,2141,2075,2141,No,,T000,,6.853225000000001,False
657,2020-12-30 14:46:45,1926,,1.0,B7055,467.0,2075,2141,2075,2141,No,,T000,,6.853225000000001,False
658,2020-12-30 14:47:55,1926,,2.0,HSS5005,558.0,2104,2141,2104,2141,No,,T000,,8.18865,False
659,2020-12-30 14:49:22,1926,,1.0,C5004,1023.0,2065,2141,2105,2141,No,,T000,,15.012525,False
660,2020-12-30 16:25:32,1926,,1.0,B6001,1648.0,2197,2141,2197,2141,No,,T000,,24.1844,False
661,2020-12-30 16:27:27,1926,,4.0,B7047,6470.0,2104,2079,2104,2079,No,,T000,,94.94725,False
662,2020-12-30 16:28:42,1926,,1.0,AS7002,770.0,2178,2079,2186,2079,No,,T000,,11.299750000000001,False
663,2020-12-30 16:29:58,1926,,4.0,B7001,9558.0,2197,2079,N/A,N/A,No,,T000,,140.26365,False
664,2020-12-30 16:31:20,1926,,1.0,C5002,3870.0,2075,2141,2065,2079,No,,T000,,56.79225,False
665,2020-12-30 16:32:50,1926,,1.0,AS7028,770.0,2092,2079,2155,2079,No,,T000,,11.299750000000001,False
666,2020-12-30 16:34:02,1926,,1.0,AS7027,732.0,2178,2079,2186,2079,No,,T000,,10.7421,False
667,2020-12-30 16:35:42,1926,,1.0,B6005,1578.0,2075,2141,2105,2141,No,,T000,,23.15715,False
668,2020-12-30 16:36:43,1926,,1.0,B6017,2047.0,2178,2141,2186,2141,No,,T000,,30.039725000000004,False
669,2020-12-30 16:39:10,1926,,1.0,B6016,2048.0,2178,2141,2186,2141,No,,T000,,30.0544,False
670,2020-12-30 16:40:21,1926,,1.0,B6012,1546.0,2020,2141,2020,2141,No,,T000,,22.68755,False
671,2020-12-30 16:41:39,1926,,1.0,B6006,1578.0,2178,2141,2105,2141,No,,T000,,23.15715,False
672,2020-12-30 16:43:09,1926,,2.0,B6000,4776.0,2178,2079,N/A,N/A,No,,T000,,70.0878,False
673,2020-12-30 16:45:30,1926,,1.0,B5026,2709.0,2168,2141,2185,2141,No,,T000,,39.754575,False
674,2020-12-30 16:46:44,1926,,1.0,B7021,2609.0,2168,2141,2168,2141,No,,T000,,38.287075,False
675,2020-12-30 16:48:02,1926,,1.0,B5027,2709.0,2075,2141,2185,2141,No,,T000,,39.754575,False
676,2020-12-30 16:49:44,1926,,5.0,B6014,13046.0,2178,2141,2104,2141,No,,T000,,191.45005,False
677,2020-12-30 17:03:53,1926,,1.0,B5013,537.0,2185,2079,2185,2141,No,,T000,,7.880475000000001,False
