,Timestamp,Job #,Lot #,Quantity,Piece Mark - REV,Weight,Fitter,Fit QC,Welder,Weld QC,Does this piece have a defect?,Date Found,Lot Name,Hours Per Pound,Earned Hours,Has Model
236,2020-11-24 12:55:07,2009,,1.0,EP135,85.0,2020,JG,N/A,N/A,No,,T000,,0.535925,False
237,2020-11-24 12:56:41,2018,,1.0,B3125,5488.0,2075,2141,2186,2141,No,,T000,,19.729360000000003,False
238,2020-11-24 12:58:38,1926,,1.0,B4014,1671.0,2075,2079,2185,2141,No,,T000,,24.521925000000003,False
239,2020-11-24 12:59:52,2018,,1.0,C3129,164.0,2178,2141,2186,2141,No,,T000,,0.5895800000000001,False
240,2020-11-24 13:01:52,2018,,2.0,C3127,256.0,2178,2141,2186,2141,No,,T000,,0.92032,False
241,2020-11-24 13:05:02,2018,,1.0,B3143,6630.0,2075,2141,N/A,N/A,No,,T000,,23.83485,False
242,2020-11-24 13:06:19,2018,,1.0,B3110,6630.0,2075,2141,N/A,N/A,No,,T000,,23.83485,False
243,2020-11-24 13:07:52,2018,,1.0,B3106,2089.0,2178,2141,2186,2141,No,,T000,,7.509955000000001,False
244,2020-11-24 13:09:35,1926,,1.0,B3001,3021.0,2104,2141,2104,2141,No,,T000,,44.333175000000004,False
245,2020-11-24 13:11:56,1926,,2.0,B4013,900.0,2178,2079,2186,2141,No,,T000,,13.207500000000001,False
246,2020-11-24 13:13:50,1926,,1.0,HSS4000,982.0,2178,2079,2186,2141,No,,T000,,14.41085,False
247,2020-11-24 13:16:36,1926,,1.0,PL4000,988.0,2178,2079,2186,2141,No,,T000,,14.4989,False
248,2020-11-24 13:17:45,1926,,1.0,HSS3019,1679.0,2104,2079,2186,2141,No,,T000,,24.639325000000003,False
249,2020-11-24 13:19:00,1926,,1.0,B2009,1509.0,2104,2079,2186,2141,No,,T000,,22.144575,False
250,2020-11-24 13:20:27,1926,,1.0,B2013,567.0,2186,2079,2186,2079,No,,T000,,8.320725,False
251,2020-11-24 13:21:59,1926,,1.0,AS1008,858.0,2178,2130,2186,2130,No,,T000,,12.59115,False
252,2020-11-24 13:23:16,1926,,1.0,AS1025,820.0,2178,2079,2186,2141,No,,T000,,12.0335,False
253,2020-11-24 13:24:33,1926,,1.0,B1002,1287.0,2104,2130,2186,2130,No,,T000,,18.886725,False
254,2020-11-24 13:25:50,1926,,1.0,C1014-1,880.0,2197,2130,2186,2130,No,,T000,,12.914000000000001,False
255,2020-11-24 13:27:31,1926,,1.0,HSS1035-2,1058.0,2104,2079,2186,2079,No,,T000,,15.526150000000001,False
256,2020-11-24 13:29:07,1926,,1.0,hss1049-1,892.0,2178,CSC,2186,2141,No,,T000,,13.090100000000001,False
257,2020-11-24 13:31:28,1926,,1.0,as1025,820.0,2104,2079,2186,2141,No,,T000,,12.0335,False
258,2020-11-25 07:13:38,2009,,71.0,ep150,1450.0,2020,2079,N/A,N/A,No,,T000,,9.142249999999999,False
259,2020-11-30 08:00:36,1926,,1.0,HSS3010-1,1270.0,2141,2079,2141,2079,No,,T000,,18.63725,False
260,2020-11-30 12:59:17,2018,,1.0,B5117,216.0,2065,2130,N/A,N/A,No,,T000,,0.77652,False
261,2020-11-30 13:01:05,2018,,2.0,B5114,402.0,2065,2130,N/A,N/A,No,,T000,,1.4451900000000002,False
262,2020-11-30 13:02:20,2018,,1.0,B5118,196.0,2065,2130,N/A,N/A,No,,T000,,0.70462,False
263,2020-11-30 13:20:26,2018,,1.0,B5113,207.0,2065,2130,N/A,N/A,No,,T000,,0.744165,False
264,2020-11-30 13:21:34,2018,,1.0,B5115,210.0,2065,2130,N/A,N/A,No,,T000,,0.75495,False
265,2020-11-30 13:22:45,2018,,4.0,B5111,685.0,2065,2130,N/A,N/A,No,,T000,,2.462575,False
266,2020-11-30 13:24:06,2018,,2.0,B5112,818.0,2065,2130,N/A,N/A,No,,T000,,2.94071,False
267,2020-11-30 13:25:41,2018,,1.0,B5116,220.0,2168,2079,N/A,N/A,No,,T000,,0.7909,False
268,2020-11-30 13:26:53,1926,,1.0,B3045,492.0,2168,CSC,2185,2079,No,,T000,,7.2201,False
269,2020-11-30 13:29:15,2018,,15.0,B5106,3346.0,2168,2079,N/A,N/A,No,,T000,,12.028870000000001,False
270,2020-11-30 13:30:43,1926,,1.0,B3024,807.0,2197,2079,2186,2079,No,,T000,,11.842725000000002,False
271,2020-11-30 13:32:00,2018,,1.0,B3148,5581.0,2075,2079,N/A,N/A,No,,T000,,20.063695000000003,False
272,2020-11-30 13:33:36,2011,,19.0,AN2000,1466.0,2105,2079,2020,2079,No,,T000,,11.17825,False
273,2020-11-30 13:34:50,1926,,1.0,B3000,1425.0,2197,2079,2197,2079,No,,T000,,20.911875000000002,False
274,2020-11-30 13:36:11,2018,,1.0,B3146,5566.0,2075,2079,N/A,N/A,No,,T000,,20.00977,False
275,2020-11-30 13:37:32,2018,,14.0,B4105,3123.0,2197,2079,N/A,N/A,No,,T000,,11.227185000000002,False
276,2020-11-30 13:38:53,1926,,1.0,B3040,3328.0,2104,2141,2104,2079,No,,T000,,48.8384,False
277,2020-11-30 13:41:05,2011,,31.0,AN2001,4782.0,2105/2020,2079/NIGHT SHIFT,2105/2020,2079/NIGHT SHIFT,No,,T000,,36.46275,False
278,2020-11-30 13:42:10,2018,,1.0,B4109,224.0,2197,2141,N/A,N/A,No,,T000,,0.8052800000000001,False
279,2020-11-30 13:44:03,2018,,2.0,B3144,13313.0,2141,2178,2141,2079,No,,T000,,47.860235,False
280,2020-11-30 13:45:05,2018,,2.0,B4107,131.0,2065,2141,N/A,N/A,No,,T000,,0.47094500000000006,False
281,2020-11-30 13:46:12,2018,,2.0,B4106,818.0,2065,2141,N/A,N/A,No,,T000,,2.94071,False
282,2020-11-30 13:47:29,2018,,3.0,C4103,14916.0,2141,2079,2104,2141,No,,T000,,53.623020000000004,False
283,2020-11-30 13:48:48,1926,,1.0,B3028,2254.0,2065,2141,2034,2079,No,,T000,,33.07745,False
284,2020-11-30 13:49:53,2018,,3.0,C4102,11880.0,2141,2079,2104,2079,No,,T000,,42.708600000000004,False
285,2020-11-30 13:56:31,2018,,1.0,B4108,212.0,2197,2141,N/A,N/A,No,,T000,,0.76214,False
286,2020-12-02 11:25:52,2018,,2.0,B5107,224.0,2104,2079,2104,2079,No,,T000,,0.8052800000000001,False
287,2020-12-02 11:27:28,2018,,1.0,B3117,5500.0,2075,2079,2105,2141,No,,T000,,19.7725,False
288,2020-12-02 11:29:26,2018,,3.0,C4101,15371.0,2141,2079,2186,2079,No,,T000,,55.258745000000005,False
289,2020-12-02 11:30:28,2018,,1.0,C5101,2840.0,2178,2130,2186,2079,No,,T000,,10.2098,False
290,2020-12-02 11:31:37,2018,,1.0,B4110,238.0,2197,2079,2197,2079,No,,T000,,0.85561,False
291,2020-12-02 11:34:21,1926,,1.0,B3010,2651.0,2065,2141,N/A,N/A,No,,T000,,38.903425,False
292,2020-12-02 11:36:11,1926,,1.0,HSS3020,1936.0,2065,2079,2020,2079,No,,T000,,28.410800000000002,False
293,2020-12-02 11:37:29,1926,,1.0,B3009,3342.0,2141,2079,N/A,N/A,No,,T000,,49.043850000000006,False
294,2020-12-02 11:39:32,2018,,1.0,B3139,907.0,2065,2020,N/A,N/A,No,,T000,,3.2606650000000004,False
295,2020-12-02 11:41:05,1926,,1.0,B2008,1141.0,2178,2079,N/A,N/A,No,,T000,,16.744175000000002,False
296,2020-12-02 11:42:26,1926,,2.0,B2001,858.0,2141,2079,N/A,N/A,No,,T000,,12.59115,False
297,2020-12-02 11:43:37,2018,,2.0,B5108,131.0,2104,2079,N/A,N/A,No,,T000,,0.47094500000000006,False
298,2020-12-02 11:45:42,1926,,1.0,C2001-2,2197.0,2141,2141,2092,2079,No,,T000,,32.240975000000006,False
299,2020-12-02 11:47:37,2018,,1.0,BR3103,61.0,2168,2079,2168,2079,No,,T000,,0.21929500000000002,False
300,2020-12-02 11:49:11,2018,,1.0,BR3101,125.0,2168,2079,2168,2079,No,,T000,,0.449375,False
301,2020-12-02 11:51:14,2018,,1.0,C5102,2764.0,2178,2130,2138/2178,2079,No,,T000,,9.93658,False
302,2020-12-02 11:53:43,2018,,1.0,B5101,106.0,2065,2079,2065,2079,No,,T000,,0.38107,False
303,2020-12-02 12:08:19,2018,,1.0,B5102,106.0,2065,2079,2065,2079,No,,T000,,0.38107,False
304,2020-12-02 12:09:50,1839,,1.0,S36048,293.0,2104,2079,2104,2079,No,,T000,,,False
305,2020-12-02 12:11:03,1839,,1.0,S36046,292.0,2104,2079,2104,2079,No,,T000,,,False
306,2020-12-02 12:12:37,2018,,1.0,BR5101,2933.0,2104,2130,2104,2130,No,,T000,,10.544135,False
307,2020-12-02 12:13:56,2018,,1.0,BR5102,2923.0,2104,2130,2104,2130,No,,T000,,10.508185000000001,False
308,2020-12-02 12:15:30,2018,,1.0,BR3102,51.0,2168,2130,2168,2130,No,,T000,,0.183345,False
309,2020-12-02 12:16:59,2018,,2.0,B5119,184.0,2065,2130,N/A,N/A,No,,T000,,0.6614800000000001,False
310,2020-12-02 12:18:11,2018,,2.0,B5109,38.0,2065,2130,N/A,N/A,No,,T000,,0.13661,False
311,2020-12-02 12:19:42,2018,,2.0,B5110,46.0,2065,2130,N/A,N/A,No,,T000,,0.16537000000000002,False
312,2020-12-02 12:21:37,1926,,1.0,B2018,424.0,2141,2079,N/A,N/A,No,,T000,,6.2222,False
313,2020-12-02 12:22:49,1926,,1.0,B2017,525.0,2141,2079,N/A,N/A,No,,T000,,7.704375000000001,False
314,2020-12-02 12:24:16,1926,,2.0,HSS1053,1919.0,2197,CSC,2092,CSC,No,,T000,,28.161325,False
315,2020-12-02 12:25:32,2018,,3.0,C4104,10933.0,2020,2141,2020,2141,No,,T000,,39.304135,False
316,2020-12-03 12:21:37,2018,,3.0,B4101,20103.0,2104,2079,2178/2104,2079,No,,T000,,72.27028500000002,False
317,2020-12-03 12:22:53,2018,,1.0,B3126,5499.0,2075,2141,2105,2079,No,,T000,,19.768905,False
318,2020-12-03 12:24:08,2011,,1.0,EP146,54.0,2105,2079,2105,2079,No,,T000,,0.41175,False
319,2020-12-03 12:25:55,2018,,30.0,AN3109,1360.0,2168,2079,N/A,N/A,No,,T000,,4.889200000000001,False
320,2020-12-03 12:27:14,2018,,2.0,AN3106,94.0,2105,2079,N/A,N/A,No,,T000,,0.33793,False
321,2020-12-03 12:29:02,1926,,1.0,HSS401,42.0,2178,2079,2178,2079,No,,T000,,0.6163500000000001,False
322,2020-12-03 12:32:15,1839,,1.0,S36042,299.0,2178,2079,2186,2079,No,,T000,,,False
323,2020-12-03 12:33:36,1839,,1.0,S36040,296.0,2178,2079,2186,2079,No,,T000,,,False
324,2020-12-03 12:35:06,1839,,1.0,S36038,305.0,2178,2079,2186,2079,No,,T000,,,False
325,2020-12-03 12:36:47,2018,,36.0,PL4102,260.0,2193,2079,N/A,N/A,No,,T000,,0.9347000000000001,False
326,2020-12-03 12:38:08,2018,,44.0,PL5102,318.0,2193,2079,N/A,N/A,No,,T000,,1.14321,False
327,2020-12-03 12:39:29,2018,,30.0,AN3103,1361.0,2168,2079,N/A,N/A,No,,T000,,4.8927950000000004,False
328,2020-12-03 12:40:48,2034,,1.0,11-MS2,85.0,2168,2079,2185,2075,No,,T000,,1.5657000000000003,False
329,2020-12-03 12:42:08,2034,,3.0,11-MS1,245.0,2168,2079,2185,2079,No,,T000,,4.5129,False
330,2020-12-03 12:43:26,1926,,1.0,HSS400,77.0,2178,2079,2186,2079,No,,T000,,1.129975,False
331,2020-12-03 12:45:08,2018,,3.0,AN3105,140.0,2105,2079,N/A,N/A,No,,T000,,0.5033000000000001,False
332,2020-12-03 12:46:10,2018,,1.0,AN3101,48.0,2105,2079,N/A,N/A,No,,T000,,0.17256000000000002,False
333,2020-12-03 12:47:29,2018,,2.0,AN3112,94.0,2105,2079,N/A,N/A,No,,T000,,0.33793,False
334,2020-12-03 12:49:01,2018,,3.0,AN3111,140.0,2020,2079,N/A,N/A,No,,T000,,0.5033000000000001,False
335,2020-12-03 12:50:11,2018,,1.0,AN3107,48.0,2020,2079,N/A,N/A,No,,T000,,0.17256000000000002,False
336,2020-12-03 12:51:57,1839,,1.0,S36041,293.0,2178,2130,2178,2130,No,,T000,,,False
337,2020-12-03 12:53:25,1839,,1.0,S36039,297.0,2178,2130,2178,2130,No,,T000,,,False
338,2020-12-03 12:55:07,1839,,1.0,S36043,296.0,2178,2130,2178,2130,No,,T000,,,False
339,2020-12-03 12:56:29,2018,,1.0,AS3114,99.0,2105,2079,2105,2079,No,,T000,,0.355905,False
340,2020-12-03 12:57:51,2018,,10.0,B6104,2230.0,2075,2079,N/A,N/A,No,,T000,,8.01685,False
341,2020-12-03 12:59:25,2018,,1.0,BR6101,3029.0,2168,2079,2168,2079,No,,T000,,10.889255,False
342,2020-12-03 13:00:42,2018,,1.0,BR6102,3018.0,2168,2079,2186,2079,No,,T000,,10.84971,False
343,2020-12-03 13:02:19,2018,,3.0,B4103,20026.0,2141,2079,2141,2079,No,,T000,,71.99347,False
344,2020-12-03 13:03:43,2018,,1.0,AS3115,99.0,2020,2079,2020,2079,No,,T000,,0.355905,False
345,2020-12-03 13:09:59,1926,,1.0,PL400,6.0,2178,2079,2186,2079,No,,T000,,0.08805,False
346,2020-12-04 08:56:22,2018,,36.0,pl6101,260.0,2193,2130,N/A,N/A,No,,T000,,0.9347000000000001,False
347,2020-12-04 08:57:42,2018,,28.0,pl6102,190.0,2193,2130,N/A,N/A,No,,T000,,0.68305,False
348,2020-12-04 08:59:11,1839,,1.0,S36044,290.0,2104,2130,2104,2130,No,,T000,,,False
349,2020-12-04 09:05:55,1839,,1.0,S36049,290.0,2104,2130,2104,2130,No,,T000,,,False
350,2020-12-04 09:07:17,1839,,1.0,S36047,290.0,2104,2130,2104,2130,No,,T000,,,False
351,2020-12-04 09:08:47,1839,,1.0,S36045,289.0,2104,2130,2104,2130,No,,T000,,,False
352,2020-12-04 09:10:13,2018,,1.0,AN3108,38.0,2020,2130,N/A,N/A,No,,T000,,0.13661,False
353,2020-12-04 09:11:44,2018,,1.0,AN3102,38.0,2020,2130,N/A,N/A,No,,T000,,0.13661,False
354,2020-12-04 09:13:01,2018,,1.0,B6113,157.0,2065,2130,2065,2130,No,,T000,,0.564415,False
355,2020-12-04 09:14:16,2018,,1.0,B6118,124.0,2065,2130,N/A,N/A,No,,T000,,0.44578,False
356,2020-12-04 09:15:39,2018,,1.0,B6119,189.0,2065,2130,N/A,N/A,No,,T000,,0.679455,False
357,2020-12-04 09:16:55,2018,,1.0,B6120,206.0,2065,2130,N/A,N/A,No,,T000,,0.74057,False
358,2020-12-04 09:17:58,2018,,3.0,B6116,602.0,2065,2130,N/A,N/A,No,,T000,,2.16419,False
359,2020-12-04 09:19:04,2018,,1.0,B6121,217.0,2065,2130,N/A,N/A,No,,T000,,0.780115,False
360,2020-12-04 09:20:17,2018,,1.0,B6117,274.0,2065,2130,2065,2130,No,,T000,,0.9850300000000002,False
361,2020-12-04 09:21:32,2018,,1.0,AS3110,28.0,2105,2130,2105,2130,No,,T000,,0.10066000000000001,False
362,2020-12-04 09:22:51,2018,,32.0,AN3110,1224.0,2020,2079,N/A,N/A,No,,T000,,4.40028,False
363,2020-12-04 09:24:01,2018,,32.0,AN3104,1228.0,2020,2079,N/A,N/A,No,,T000,,4.4146600000000005,False
364,2020-12-04 09:25:51,2018,,1.0,AS3112,28.0,2105,2079,2105,2079,No,,T000,,0.10066000000000001,False
365,2020-12-04 09:29:06,2018,,2.0,AS3111,57.0,2105,2079,2105,2079,No,,T000,,0.204915,False
366,2020-12-04 09:30:26,2018,,2.0,AS3113,57.0,2105,2079,2105,2079,No,,T000,,0.204915,False
367,2020-12-04 09:32:14,2011,,1.0,C1107,440.0,2178,2130,2178,2079,No,,T000,,3.355,False
368,2020-12-05 09:16:02,2018,,2.0,B6122,1778.0,2065,2079,2065,2079,No,,T000,,6.39191,False
369,2020-12-05 09:17:50,1926,,1.0,C3015,107.0,2104,2079,2104,2079,No,,T000,,1.570225,False
370,2020-12-05 09:19:19,2018,,4.0,PL6103,81.0,2193,2079,N/A,N/A,No,,T000,,0.29119500000000004,False
371,2020-12-05 09:20:58,2018,,6.0,PL5101,81.0,2193,2079,N/A,N/A,No,,T000,,0.29119500000000004,False
372,2020-12-05 09:22:31,2018,,30.0,PL4101,204.0,2193,2079,N/A,N/A,No,,T000,,0.73338,False
373,2020-12-05 09:23:49,2018,,36.0,PL5103,245.0,2193,2079,N/A,N/A,No,,T000,,0.8807750000000001,False
374,2020-12-05 09:25:03,2018,,1.0,C6110,2875.0,2104,2079,2104,2079,No,,T000,,10.335625,False
375,2020-12-05 09:26:16,2018,,3.0,AN3127,749.0,2065,2079,N/A,N/A,No,,T000,,2.6926550000000002,False
376,2020-12-05 09:27:25,2018,,1.0,AN3128,194.0,2065,2079,N/A,N/A,No,,T000,,0.6974300000000001,False
377,2020-12-05 09:28:28,2018,,1.0,AN3132,122.0,2065,2079,N/A,N/A,No,,T000,,0.43859000000000004,False
378,2020-12-05 09:29:44,2018,,1.0,AN3129,285.0,2065,2079,N/A,N/A,No,,T000,,1.024575,False
379,2020-12-05 09:30:51,2018,,1.0,AN3126,250.0,2065,2079,N/A,N/A,No,,T000,,0.89875,False
380,2020-12-05 09:31:56,2018,,2.0,B6114,817.0,2065,2130,N/A,N/A,No,,T000,,2.937115,False
381,2020-12-05 09:33:04,2018,,2.0,B6115,130.0,2065,2130,N/A,N/A,No,,T000,,0.46735000000000004,False
382,2020-12-05 09:34:15,2018,,1.0,C6101,1728.0,2075,2079,2075,2079,No,,T000,,6.21216,False
383,2020-12-05 09:35:20,2018,,1.0,C6111,1705.0,2075,2079,2075,2079,No,,T000,,6.129475,False
384,2020-12-05 09:37:00,2018,,1.0,B3131,5679.0,2197,2130,2197,2130,No,,T000,,20.416005000000002,False
385,2020-12-07 11:07:44,2018,,1.0,AS3107,5335.0,2020,2079,2020,2079,No,,T000,,19.179325000000002,False
386,2020-12-07 11:08:56,2018,,3.0,C6109,7653.0,2104,2079/2130,2104,2079,No,,T000,,27.512535,False
387,2020-12-07 11:10:16,2018,,1.0,AN3134,177.0,2104,2079,N/A,N/A,No,,T000,,0.636315,False
388,2020-12-07 11:11:21,2018,,2.0,AN3133,348.0,2104,2079,N/A,N/A,No,,T000,,1.25106,False
389,2020-12-07 11:12:46,2018,,1.0,AS3108,5335.0,2178,2079,2178,2079,No,,T000,,19.179325000000002,False
390,2020-12-08 13:22:27,2018,,3.0,B4101,20103.0,2178,2079,2178,2079,No,,T000,,72.27028500000002,False
391,2020-12-08 13:23:46,2018,,1.0,AS3102,4974.0,2178,2079,2178,2079,No,,T000,,17.88153,False
392,2020-12-08 13:24:45,2018,,1.0,AN3121,177.0,2104,2079,N/A,N/A,No,,T000,,0.636315,False
393,2020-12-08 13:57:19,2018,,1.0,C6102,1010.0,2178,2079,2186,2079,No,,T000,,3.6309500000000003,False
394,2020-12-08 13:58:40,2018,,42.0,AN3124,1586.0,2105,2079,N/A,N/A,No,,T000,,5.701670000000001,False
395,2020-12-08 13:59:47,2018,,1.0,AN3122,172.0,2168,2079,N/A,N/A,No,,T000,,0.61834,False
396,2020-12-08 14:00:57,2018,,1.0,AN3123,172.0,2168,2079,N/A,N/A,No,,T000,,0.61834,False
397,2020-12-08 14:03:38,2018,,1.0,C6106,1335.0,2104,2079,2104,2079,No,,T000,,4.7993250000000005,False
398,2020-12-08 14:04:56,2018,,1.0,C6103,1050.0,2104,2079,2104,2079,No,,T000,,3.7747500000000005,False
399,2020-12-08 14:06:16,2018,,180.0,AN4101,4411.0,2067,2079,N/A,N/A,No,,T000,,15.857545,False
400,2020-12-08 14:08:36,2018,,1.0,C6104,1039.0,2178,2079,2186,2079,No,,T000,,3.735205,False
401,2020-12-08 14:10:18,2018,,1.0,B5103,8871.0,2141,2079,2141,2079,No,,T000,,31.891245000000005,False
402,2020-12-08 14:11:24,2018,,1.0,AN3117,172.0,2168,2079,N/A,N/A,No,,T000,,0.61834,False
403,2020-12-08 14:12:35,2018,,1.0,AN3115,172.0,2168,2079,N/A,N/A,No,,T000,,0.61834,False
404,2020-12-08 14:13:44,2018,,1.0,AN3130,156.0,2168,2079,N/A,N/A,No,,T000,,0.56082,False
405,2020-12-08 14:15:03,2018,,1.0,AS5105,66.0,2104,2079,2104,2079,No,,T000,,0.23727000000000004,False
406,2020-12-08 14:19:56,2018,,3.0,C5104,7653.0,2104,2079,2104,2079,No,,T000,,27.512535,False
407,2020-12-08 14:21:35,2018,,1.0,C6105,2951.0,2178,2079,2186,2079,No,,T000,,10.608845,False
408,2020-12-08 14:23:05,2018,,3.0,C6112,7882.0,2178,2079/2130,2185,2079,No,,T000,,28.33579,False
409,2020-12-08 14:24:17,2018,,2.0,AS5113,58.0,2178,2079,2186,2079,No,,T000,,0.20851000000000003,False
410,2020-12-08 14:25:27,2018,,2.0,AS5103,57.0,2178,2079,2186,2079,No,,T000,,0.204915,False
411,2020-12-08 14:27:21,2018,,1.0,AS3109,5322.0,2178,2079,2178,2079,No,,T000,,19.13259,False
412,2020-12-08 14:28:46,2018,,12.0,AN3119,2162.0,2104,2079,N/A,N/A,No,,T000,,7.772390000000001,False
413,2020-12-08 14:30:03,2018,,2.0,as5114,58.0,2178,2079,2186,2079,No,,T000,,0.20851000000000003,False
414,2020-12-08 14:31:10,2018,,2.0,as5101,57.0,2178,2079,2186,2079,No,,T000,,0.204915,False
415,2020-12-08 14:32:24,2018,,1.0,as5104,29.0,2178,2079,2186,2079,No,,T000,,0.10425500000000001,False
416,2020-12-08 14:33:43,2018,,1.0,AS5102,29.0,2178,2079,2186,2079,No,,T000,,0.10425500000000001,False
417,2020-12-08 14:34:56,2018,,1.0,C6107,1320.0,2065,2130,2185,2079,No,,T000,,4.7454,False
418,2020-12-08 14:36:19,2018,,2.0,AS4101,57.0,2178,2079,2186,2079,No,,T000,,0.204915,False
419,2020-12-08 14:38:31,2018,,1.0,as4102,28.0,2178,2079,2186,2075,No,,T000,,0.10066000000000001,False
420,2020-12-08 14:41:32,2018,,2.0,as4103,57.0,2178,2079,2186,2079,No,,T000,,0.204915,False
421,2020-12-08 14:42:48,2018,,1.0,as4106,28.0,2178,2079,2186,2079,No,,T000,,0.10066000000000001,False
422,2020-12-08 14:43:54,2018,,1.0,an3131,322.0,2168,2079,N/A,N/A,No,,T000,,1.1575900000000001,False
423,2020-12-09 13:52:24,1926,,1.0,C3014,1549.0,2197,2079,2092,2079,No,,T000,,22.731575,False
424,2020-12-09 13:56:54,2011,,9.0,EP147,302.0,2020,2079,2020,2079,No,,T000,,2.30275,False
425,2020-12-09 13:57:55,2011,,1.0,EP110,17.0,2020,2079,2020,2079,No,,T000,,0.12962500000000002,False
426,2020-12-09 13:59:52,1926,,1.0,B1017,1182.0,2104,2079,2104,2079,No,,T000,,17.34585,False
427,2020-12-09 14:30:32,2018,,1.0,C2118,2596.0,2104,JG,2104,JG,No,,T000,,9.33262,False
428,2020-12-09 14:31:42,2018,,1.0,C2112,3081.0,2104,JG,2104,2079,No,,T000,,11.076195,False
429,2020-12-09 14:33:03,2018,,1.0,C6108,1236.0,2168,2079,2185,2079,No,,T000,,4.443420000000001,False
430,2020-12-09 14:34:11,2018,,1.0,AN3120,173.0,2178,JG,N/A,N/A,No,,T000,,0.621935,False
431,2020-12-09 14:35:14,2018,,1.0,AN3118,173.0,2178,JG,N/A,N/A,No,,T000,,0.621935,False
432,2020-12-09 14:36:27,2018,,1.0,B6101,6864.0,2141,2079,2141,2079,No,,T000,,24.676080000000002,False
433,2020-12-09 14:38:32,2018,,1.0,B5105,7335.0,2092,2079,2197,2079,No,,T000,,26.369325,False
434,2020-12-09 14:40:03,2018,,1.0,AN4108,48.0,2168,2079,N/A,N/A,No,,T000,,0.17256000000000002,False
435,2020-12-09 14:41:03,2018,,2.0,AN4111,91.0,2168,2079,N/A,N/A,No,,T000,,0.327145,False
436,2020-12-09 14:42:07,2018,,2.0,AN4106,91.0,2168,2079,N/A,N/A,No,,T000,,0.327145,False
437,2020-12-09 14:43:14,2018,,3.0,AN4107,136.0,2168,2079,N/A,N/A,No,,T000,,0.4889200000000001,False
438,2020-12-09 14:44:10,2018,,1.0,AN5117,27.0,2105,2079,N/A,N/A,No,,T000,,0.097065,False
439,2020-12-09 14:45:12,2018,,1.0,AN5108,45.0,2105,2079,N/A,N/A,No,,T000,,0.161775,False
440,2020-12-09 14:46:12,2018,,1.0,AN5118,59.0,2105,2079,N/A,N/A,No,,T000,,0.212105,False
441,2020-12-09 14:47:14,2018,,1.0,AN5120,28.0,2105,2079,N/A,N/A,No,,T000,,0.10066000000000001,False
442,2020-12-09 14:49:00,2018,,1.0,AN5110,30.0,2105,2079,N/A,N/A,No,,T000,,0.10785,False
443,2020-12-09 14:50:08,2018,,1.0,AN5121,28.0,2105,2079,N/A,N/A,No,,T000,,0.10066000000000001,False
444,2020-12-09 14:51:09,2018,,1.0,AN5125,43.0,2020,2079,2020,2079,No,,T000,,0.154585,False
445,2020-12-09 14:52:18,2018,,1.0,AN5123,45.0,2020,2079,N/A,N/A,No,,T000,,0.161775,False
446,2020-12-09 14:53:21,2018,,1.0,AN5116,27.0,2020,2079,N/A,N/A,No,,T000,,0.097065,False
447,2020-12-09 14:54:28,2018,,1.0,AN4102,48.0,2168,2079,N/A,N/A,No,,T000,,0.17256000000000002,False
448,2020-12-09 14:55:32,2018,,1.0,AN4113,45.0,2168,2079,N/A,N/A,No,,T000,,0.161775,False
449,2020-12-09 14:56:39,2018,,3.0,AN4112,136.0,2168,2079,N/A,N/A,No,,T000,,0.4889200000000001,False
450,2020-12-09 14:57:56,2018,,1.0,AN5224,43.0,2020,2079,2020,2079,No,,T000,,0.154585,False
451,2020-12-09 14:59:09,2018,,3.0,AN5114,134.0,2105,2079,N/A,N/A,No,,T000,,0.48173000000000005,False
452,2020-12-09 15:03:48,2018,,1.0,AS6106,100.0,2178,2079,2178,2079,No,,T000,,0.35950000000000004,False
453,2020-12-10 14:56:45,2018,,54.0,ep101,286.0,2122,2079,2122,2079,No,,T000,,1.02817,False
454,2020-12-10 14:58:01,2018,,51.0,ep100,235.0,2122,2079,2122,2079,No,,T000,,0.844825,False
455,2020-12-10 14:59:30,2018,,86.0,EP102,251.0,2122,2079,2122,2079,No,,T000,,0.9023450000000001,False
456,2020-12-10 15:00:38,2018,,1.0,C7101,2877.0,2168,2079,2185,2079,No,,T000,,10.342815,False
457,2020-12-10 15:01:51,2018,,1.0,AS7107,100.0,2020,2079,2020,2079,No,,T000,,0.35950000000000004,False
458,2020-12-10 15:02:58,2018,,1.0,AS7106,72.0,2105,2079,2105,2079,No,,T000,,0.25884,False
459,2020-12-10 15:04:14,2018,,4.0,PL7103,54.0,2122,2079,N/A,N/A,No,,T000,,0.19413,False
460,2020-12-10 15:06:23,2018,,1.0,AS7111,74.0,2168,2079,2168,2079,No,,T000,,0.26603,False
461,2020-12-10 15:07:28,2018,,1.0,B7101,6384.0,2104,2079,2104,2079,No,,T000,,22.950480000000002,False
462,2020-12-10 15:08:42,2018,,1.0,B7104,6867.0,2138,2141,2138,2141,No,,T000,,24.686865,False
463,2020-12-10 15:09:49,2018,,1.0,AS4104,99.0,2104,2079,2104,2079,No,,T000,,0.355905,False
464,2020-12-10 15:10:54,2018,,1.0,AN7140,43.0,2020,2079,2020,2079,No,,T000,,0.154585,False
465,2020-12-10 15:12:03,2018,,1.0,B7103,6380.0,2141,2079,2138,2079,No,,T000,,22.9361,False
466,2020-12-10 15:13:16,2018,,1.0,AS5112,67.0,2104,2079,2186,2079,No,,T000,,0.24086500000000002,False
